borrower_type,monthly_inflow,upi_tx_count_monthly,upi_debit_to_credit_ratio,cashflow_volatility,utility_payment_delay_days,telecom_recharge_regularity,gst_filing_punctuality,ecommerce_cancellation_rate,mobility_activity_score,is_default
kirana_merchant,10677.25,40,0.78,0.76,1,0.496,0.417,0.208,52.5,0
gig_worker,9678.73,40,0.845,0.701,2,0.491,0.0,0.028,85.8,0
gig_worker,20140.9,48,0.831,0.454,1,0.875,0.0,0.091,66.9,0
gig_worker,45617.68,50,0.729,0.177,7,0.971,0.0,0.08,58.2,0
gig_worker,39900.57,47,0.911,0.46,8,0.585,0.0,0.137,32.5,1
freelancer,42490.62,45,0.769,0.336,3,0.892,0.0,0.111,17.6,0
kirana_merchant,16423.64,55,0.783,0.722,0,0.84,0.222,0.127,33.3,1
kirana_merchant,60351.21,46,0.653,0.177,1,0.59,0.414,0.044,57.0,0
gig_worker,16606.56,42,0.896,0.461,3,0.73,0.0,0.07,57.6,0
kirana_merchant,29923.88,45,0.928,0.573,0,0.252,0.979,0.187,17.6,0
kirana_merchant,26764.29,39,0.979,0.889,0,0.714,0.619,0.188,34.8,0
gig_worker,24663.09,46,1.052,0.172,7,0.395,0.0,0.052,64.6,0
kirana_merchant,52538.21,40,0.983,0.191,1,0.95,0.997,0.22,44.1,0
gig_worker,18909.97,37,0.718,0.89,4,0.734,0.0,0.343,99.0,0
kirana_merchant,13700.63,60,0.718,0.425,16,0.696,0.871,0.149,49.2,0
kirana_merchant,27173.51,49,1.058,0.695,1,0.924,0.791,0.074,46.7,1
gig_worker,22028.37,48,0.995,0.727,4,0.798,0.0,0.349,77.5,0
gig_worker,145610.64,44,0.991,0.352,7,0.535,0.0,0.194,99.0,0
kirana_merchant,37731.62,39,0.96,0.271,10,0.83,0.517,0.1,15.9,0
kirana_merchant,21923.84,44,0.734,0.321,19,0.945,0.033,0.31,63.8,0
freelancer,15866.17,52,1.024,0.712,12,0.955,0.0,0.062,48.8,1
kirana_merchant,10507.62,42,0.671,0.772,1,0.4,0.88,0.081,20.3,0
gig_worker,16113.14,42,0.775,0.66,0,0.639,0.0,0.27,62.2,0
gig_worker,28494.63,44,0.773,0.453,2,0.836,0.0,0.321,59.1,0
kirana_merchant,54921.73,46,0.88,0.31,0,0.984,0.839,0.162,21.0,0
gig_worker,47138.46,44,0.832,0.44,12,0.271,0.0,0.043,64.6,1
kirana_merchant,30168.31,60,0.83,0.832,3,0.817,0.909,0.226,22.7,0
freelancer,22889.1,40,0.877,0.791,3,0.561,0.0,0.272,44.1,0
kirana_merchant,30773.41,37,0.808,0.359,0,0.874,0.94,0.194,67.1,0
gig_worker,20757.88,50,0.725,0.362,0,0.801,0.0,0.149,61.1,0
kirana_merchant,63524.57,44,0.932,0.724,7,0.561,0.248,0.244,25.2,1
kirana_merchant,24474.94,55,0.995,0.441,0,0.941,0.518,0.176,62.6,0
kirana_merchant,25766.52,44,0.839,0.558,9,0.494,0.489,0.278,25.0,1
freelancer,8884.72,45,0.925,0.438,1,0.516,0.0,0.022,12.2,0
gig_worker,24398.64,39,0.868,0.294,7,0.805,0.0,0.221,62.6,0
freelancer,40873.7,51,0.629,0.251,3,0.412,0.0,0.299,47.1,0
freelancer,15774.32,43,0.812,0.212,14,0.819,0.0,0.245,39.5,0
gig_worker,18483.61,47,0.605,0.109,4,0.839,0.0,0.207,87.3,0
gig_worker,39988.83,45,0.931,0.324,5,0.779,0.0,0.094,57.5,0
gig_worker,12857.36,45,0.854,0.237,5,0.5,0.0,0.202,85.0,0
gig_worker,45656.47,45,0.663,0.306,2,0.576,0.0,0.289,69.1,0
gig_worker,20618.17,41,0.871,0.161,0,0.644,0.0,0.303,46.0,0
kirana_merchant,22152.73,54,1.049,0.373,1,0.303,0.708,0.231,66.0,0
gig_worker,15337.57,47,0.77,0.516,0,0.496,0.0,0.345,73.2,0
gig_worker,32500.9,39,1.091,0.856,2,0.331,0.0,0.059,92.1,0
freelancer,92036.08,30,1.08,0.378,6,0.421,0.0,0.246,54.4,0
gig_worker,39765.25,42,0.993,0.125,4,0.921,0.0,0.034,86.7,0
freelancer,17463.31,49,1.007,0.39,5,0.245,0.0,0.302,74.2,0
gig_worker,47467.96,51,0.805,0.754,4,0.643,0.0,0.277,56.3,0
gig_worker,22963.48,55,0.801,0.372,4,0.548,0.0,0.289,99.0,1
kirana_merchant,53489.6,53,1.077,0.333,1,0.735,0.912,0.139,40.3,0
kirana_merchant,40269.04,59,0.783,0.835,6,0.97,0.557,0.091,58.7,0
freelancer,6176.02,34,0.648,0.338,0,0.567,0.0,0.09,37.9,0
kirana_merchant,16284.36,45,0.676,0.876,5,0.604,0.636,0.32,58.9,1
freelancer,43139.43,51,0.955,0.766,2,0.296,0.0,0.192,34.5,1
gig_worker,29022.56,41,0.791,0.647,2,0.929,0.0,0.083,94.4,0
gig_worker,16124.93,48,0.7,0.579,7,0.511,0.0,0.046,83.3,0
kirana_merchant,19598.44,40,1.007,0.28,8,0.234,0.296,0.158,25.7,0
freelancer,10372.17,41,0.844,0.684,1,0.624,0.0,0.065,42.7,1
freelancer,25740.31,43,0.884,0.378,1,0.876,0.0,0.137,46.1,0
kirana_merchant,81254.77,42,0.677,0.489,1,0.673,0.819,0.065,55.5,0
gig_worker,40233.96,55,0.696,0.183,1,0.679,0.0,0.199,58.8,0
kirana_merchant,80435.31,43,0.663,0.337,6,0.217,0.001,0.041,39.9,0
gig_worker,41822.87,50,0.857,0.523,3,0.976,0.0,0.04,76.3,0
freelancer,44969.5,43,0.988,0.474,2,0.525,0.0,0.289,33.0,1
freelancer,72188.74,45,0.966,0.375,10,0.313,0.0,0.048,66.6,0
kirana_merchant,32488.18,41,0.731,0.478,0,0.312,0.878,0.34,41.9,1
kirana_merchant,24498.97,37,1.026,0.696,7,0.735,0.492,0.211,29.3,0
kirana_merchant,45086.08,57,0.653,0.467,12,0.545,0.755,0.117,42.2,0
gig_worker,55654.61,53,0.657,0.505,1,0.243,0.0,0.11,50.7,0
freelancer,21163.17,55,1.025,0.661,0,0.269,0.0,0.239,37.4,1
kirana_merchant,18755.0,32,0.722,0.773,0,0.541,0.812,0.305,29.2,0
freelancer,28837.39,41,0.954,0.521,0,0.837,0.0,0.192,23.5,0
gig_worker,40771.94,41,0.605,0.859,11,0.314,0.0,0.272,81.4,1
freelancer,40096.55,39,0.647,0.383,3,0.291,0.0,0.329,8.8,0
gig_worker,13199.26,39,0.905,0.302,12,0.578,0.0,0.22,67.5,0
gig_worker,69968.68,53,0.691,0.654,1,0.62,0.0,0.159,89.5,0
freelancer,19524.35,54,0.614,0.241,3,0.611,0.0,0.057,19.8,0
gig_worker,23563.81,38,0.833,0.82,3,0.602,0.0,0.248,71.4,0
gig_worker,17131.48,47,0.765,0.409,0,0.912,0.0,0.301,99.0,0
freelancer,103690.36,48,1.001,0.659,6,0.514,0.0,0.026,54.3,1
freelancer,30364.68,49,1.009,0.556,3,0.227,0.0,0.233,29.8,0
kirana_merchant,17579.92,44,0.907,0.144,6,0.208,0.22,0.042,30.9,0
kirana_merchant,41438.34,49,0.747,0.667,4,0.523,0.242,0.331,54.0,0
kirana_merchant,39520.23,53,0.831,0.732,3,0.915,0.543,0.157,38.4,1
gig_worker,24492.85,48,0.951,0.886,0,0.769,0.0,0.081,96.0,0
gig_worker,40958.04,37,0.635,0.433,0,0.656,0.0,0.087,80.3,0
kirana_merchant,17807.13,37,0.766,0.502,3,0.761,0.519,0.05,16.1,0
kirana_merchant,21026.54,43,1.011,0.8,4,0.334,0.912,0.237,21.1,1
kirana_merchant,9846.7,38,0.803,0.315,0,0.439,0.584,0.31,26.5,0
kirana_merchant,13877.5,41,0.912,0.251,11,0.833,0.785,0.146,30.8,0
gig_worker,66424.11,51,0.648,0.206,0,0.209,0.0,0.195,71.0,0
kirana_merchant,61127.33,41,0.989,0.883,2,0.444,0.386,0.105,52.1,1
gig_worker,27802.86,41,0.65,0.316,4,0.961,0.0,0.276,54.6,1
kirana_merchant,61788.08,42,1.031,0.706,0,0.689,0.829,0.234,21.9,0
kirana_merchant,24833.85,47,0.653,0.46,0,0.785,0.424,0.349,26.4,0
freelancer,23820.33,41,1.045,0.292,8,0.517,0.0,0.301,29.0,1
gig_worker,27674.19,43,0.782,0.831,7,0.283,0.0,0.066,80.5,0
gig_worker,25274.2,45,0.912,0.471,1,0.746,0.0,0.299,56.8,0
gig_worker,24158.75,42,1.023,0.553,1,0.539,0.0,0.038,78.9,0
kirana_merchant,47652.91,49,0.605,0.278,1,0.315,0.838,0.069,35.1,0
kirana_merchant,29000.48,43,0.733,0.359,0,0.917,0.12,0.147,29.8,0
gig_worker,38416.44,54,1.054,0.698,10,0.401,0.0,0.083,66.7,1
gig_worker,45057.3,51,0.794,0.374,2,0.479,0.0,0.114,68.3,0
kirana_merchant,32666.09,44,0.953,0.505,6,0.367,0.648,0.254,69.2,0
gig_worker,16561.97,44,0.67,0.191,8,0.514,0.0,0.205,77.5,0
freelancer,13678.32,41,0.939,0.78,10,0.689,0.0,0.152,18.6,0
kirana_merchant,28980.84,41,0.637,0.69,18,0.366,0.528,0.233,70.2,1
gig_worker,24695.39,52,0.959,0.709,12,0.487,0.0,0.02,90.9,1
gig_worker,28104.8,55,0.762,0.243,2,0.211,0.0,0.31,56.7,0
freelancer,26688.1,41,0.833,0.496,3,0.328,0.0,0.15,19.0,1
gig_worker,97908.32,41,0.683,0.122,5,0.926,0.0,0.181,63.1,0
gig_worker,13834.03,52,0.914,0.352,8,0.708,0.0,0.059,54.1,0
freelancer,9947.01,47,0.769,0.378,8,0.603,0.0,0.27,47.1,1
freelancer,31767.16,38,0.792,0.831,7,0.612,0.0,0.348,46.7,1
freelancer,22287.67,48,0.926,0.894,2,0.714,0.0,0.273,39.9,0
kirana_merchant,31509.17,51,0.689,0.594,0,0.368,0.936,0.066,38.9,0
gig_worker,36024.03,36,1.026,0.513,0,0.227,0.0,0.327,75.8,0
gig_worker,51126.2,34,0.97,0.452,9,0.528,0.0,0.213,67.2,1
kirana_merchant,12662.33,42,0.889,0.115,0,0.927,0.062,0.306,37.3,0
kirana_merchant,20366.39,51,0.664,0.74,0,0.609,0.03,0.159,41.3,0
kirana_merchant,33335.58,50,0.944,0.637,3,0.906,0.596,0.112,46.8,0
freelancer,39546.47,42,0.609,0.619,2,0.301,0.0,0.027,42.7,1
gig_worker,80557.36,49,1.002,0.747,1,0.419,0.0,0.333,57.2,0
kirana_merchant,43384.26,47,0.752,0.842,0,0.712,0.445,0.071,41.3,0
gig_worker,26150.03,43,0.659,0.412,18,0.219,0.0,0.278,72.4,1
kirana_merchant,17236.46,42,0.682,0.441,2,0.32,0.812,0.112,43.1,0
gig_worker,20289.42,47,1.082,0.88,4,0.288,0.0,0.208,45.6,1
gig_worker,20003.22,52,0.987,0.632,5,0.614,0.0,0.292,70.0,0
gig_worker,37332.4,48,0.719,0.781,0,0.905,0.0,0.135,66.1,0
kirana_merchant,30592.15,39,1.082,0.277,0,0.203,0.155,0.163,30.3,0
kirana_merchant,13879.6,47,0.67,0.354,0,0.245,0.446,0.067,53.5,0
kirana_merchant,21634.6,36,0.967,0.413,2,0.731,0.816,0.159,57.3,0
freelancer,41721.58,41,0.928,0.354,2,0.495,0.0,0.292,40.7,0
gig_worker,32074.97,45,1.011,0.807,2,0.915,0.0,0.31,55.6,0
gig_worker,35750.6,46,0.791,0.509,6,0.63,0.0,0.229,58.2,0
freelancer,32580.23,36,0.801,0.863,0,0.248,0.0,0.174,56.4,0
gig_worker,60670.65,40,0.912,0.357,6,0.206,0.0,0.088,90.2,0
freelancer,30273.3,46,0.799,0.13,1,0.551,0.0,0.17,45.3,0
gig_worker,22180.94,39,0.621,0.21,14,0.518,0.0,0.286,59.0,0
freelancer,17019.63,50,0.965,0.274,0,0.585,0.0,0.122,46.3,0
gig_worker,30479.35,43,0.92,0.612,2,0.544,0.0,0.284,90.6,0
freelancer,7939.84,45,0.812,0.245,5,0.682,0.0,0.021,69.3,0
kirana_merchant,24534.99,40,0.751,0.405,3,0.921,0.194,0.135,27.1,1
freelancer,24272.03,35,0.76,0.736,2,0.805,0.0,0.347,68.0,0
gig_worker,13599.18,34,0.971,0.2,5,0.623,0.0,0.321,45.5,1
kirana_merchant,16913.49,28,0.965,0.164,13,0.622,0.828,0.233,67.2,0
freelancer,40329.11,46,1.009,0.532,0,0.986,0.0,0.182,29.0,0
kirana_merchant,30192.71,40,0.981,0.658,6,0.953,0.019,0.254,54.7,0
kirana_merchant,28307.84,42,0.979,0.829,13,0.326,0.254,0.344,26.1,1
kirana_merchant,31356.4,46,0.726,0.63,2,0.709,0.482,0.03,61.4,0
kirana_merchant,28178.48,54,0.651,0.857,0,0.449,0.643,0.111,29.9,0
kirana_merchant,50082.72,44,0.981,0.296,10,0.36,0.674,0.348,29.5,0
kirana_merchant,28615.81,45,0.649,0.373,3,0.954,0.895,0.219,64.2,0
freelancer,12976.48,47,1.091,0.771,16,0.269,0.0,0.261,15.7,1
gig_worker,60782.97,48,1.038,0.749,7,0.222,0.0,0.269,61.1,0
gig_worker,32375.92,47,0.867,0.632,6,0.576,0.0,0.15,92.0,0
freelancer,20037.75,44,0.776,0.505,0,0.629,0.0,0.331,41.7,0
freelancer,14375.77,54,0.863,0.114,0,0.286,0.0,0.074,46.1,0
kirana_merchant,32792.57,39,0.967,0.324,0,0.958,0.15,0.288,36.0,0
kirana_merchant,25372.32,48,0.978,0.227,0,0.274,0.358,0.202,22.4,0
gig_worker,59105.15,41,0.637,0.141,0,0.777,0.0,0.115,70.0,0
gig_worker,22630.33,40,1.002,0.721,0,0.492,0.0,0.178,64.4,1
kirana_merchant,17699.82,47,0.921,0.205,5,0.41,0.196,0.196,35.5,1
gig_worker,42104.0,33,0.62,0.386,6,0.369,0.0,0.14,69.2,0
kirana_merchant,42729.33,50,0.757,0.882,1,0.341,0.491,0.121,49.5,0
gig_worker,29270.21,38,0.855,0.427,2,0.622,0.0,0.166,61.9,0
freelancer,37728.78,40,0.694,0.213,0,0.236,0.0,0.296,42.8,0
freelancer,26400.98,42,0.678,0.652,1,0.816,0.0,0.255,54.1,0
kirana_merchant,30240.35,39,0.607,0.748,1,0.387,0.381,0.047,51.9,0
kirana_merchant,48170.18,44,1.056,0.323,1,0.547,0.592,0.273,65.6,0
gig_worker,36778.15,39,0.628,0.747,2,0.264,0.0,0.326,86.0,1
freelancer,24719.87,49,0.783,0.317,23,0.576,0.0,0.336,50.3,1
kirana_merchant,52901.2,47,0.703,0.654,6,0.701,0.547,0.154,34.6,0
gig_worker,8246.73,41,0.971,0.2,1,0.24,0.0,0.323,85.6,0
freelancer,75059.52,44,0.954,0.442,0,0.895,0.0,0.075,36.0,0
freelancer,11464.61,54,1.003,0.516,0,0.439,0.0,0.152,58.1,0
freelancer,19662.21,38,0.908,0.68,23,0.472,0.0,0.187,60.8,1
kirana_merchant,26358.37,40,0.896,0.62,1,0.333,0.741,0.08,58.2,1
kirana_merchant,25003.21,42,0.804,0.783,1,0.907,0.67,0.247,47.8,0
kirana_merchant,44498.27,54,0.918,0.247,17,0.477,0.834,0.156,49.8,1
freelancer,15852.49,43,0.658,0.629,0,0.438,0.0,0.062,39.5,0
freelancer,30649.86,61,0.942,0.202,11,0.776,0.0,0.194,24.1,0
gig_worker,20148.68,61,0.652,0.482,4,0.452,0.0,0.115,58.6,0
gig_worker,31181.2,37,1.031,0.52,1,0.569,0.0,0.331,81.1,0
gig_worker,26045.85,33,0.853,0.122,17,1.0,0.0,0.292,62.5,0
freelancer,28182.82,45,0.865,0.156,5,0.592,0.0,0.29,39.9,0
freelancer,20435.68,43,0.892,0.771,4,0.571,0.0,0.232,30.5,0
gig_worker,20847.06,42,0.988,0.329,2,0.839,0.0,0.052,58.6,0
kirana_merchant,31058.76,38,0.839,0.377,2,0.234,0.027,0.167,33.0,1
gig_worker,43124.98,44,0.814,0.612,0,0.5,0.0,0.234,99.0,0
freelancer,19947.52,37,0.744,0.277,2,0.76,0.0,0.086,25.8,0
freelancer,17424.22,45,0.664,0.254,6,0.93,0.0,0.153,26.1,0
freelancer,36560.73,46,0.695,0.437,1,0.719,0.0,0.179,22.5,1
kirana_merchant,26469.49,49,0.6,0.147,4,0.624,0.672,0.295,47.4,0
kirana_merchant,40751.55,50,1.035,0.834,1,0.569,0.699,0.146,39.9,0
gig_worker,17104.58,48,0.982,0.852,7,0.583,0.0,0.135,48.1,0
gig_worker,11051.05,34,0.709,0.459,12,0.577,0.0,0.26,93.3,1
freelancer,20609.31,36,0.601,0.267,2,0.951,0.0,0.132,5.0,1
freelancer,18339.71,59,0.846,0.476,0,0.848,0.0,0.053,21.7,0
freelancer,25863.96,64,0.806,0.18,0,0.459,0.0,0.279,31.2,0
freelancer,19566.56,44,0.988,0.418,4,0.249,0.0,0.142,47.4,0
kirana_merchant,38968.48,48,0.801,0.159,4,0.747,0.634,0.346,33.6,0
kirana_merchant,23293.39,38,1.032,0.665,7,0.783,0.931,0.187,33.1,0
freelancer,29005.4,50,0.648,0.321,7,0.818,0.0,0.041,38.3,0
freelancer,29109.42,53,0.783,0.517,6,0.386,0.0,0.272,28.9,0
gig_worker,29657.71,35,1.067,0.111,3,0.709,0.0,0.145,53.2,0
kirana_merchant,26580.56,41,0.606,0.52,1,0.711,0.786,0.061,63.0,0
gig_worker,34727.96,38,0.795,0.103,7,0.289,0.0,0.204,80.5,0
freelancer,18072.96,40,0.73,0.84,6,0.819,0.0,0.102,49.2,0
kirana_merchant,54160.6,51,0.866,0.501,10,0.674,0.258,0.33,47.0,1
gig_worker,23902.33,45,0.739,0.18,0,0.598,0.0,0.251,70.5,0
kirana_merchant,13963.83,40,1.035,0.373,4,0.232,0.548,0.157,66.4,0
kirana_merchant,29555.84,47,1.069,0.137,1,0.567,0.413,0.274,32.1,0
gig_worker,17578.11,42,1.025,0.525,14,0.881,0.0,0.173,79.1,0
gig_worker,37521.42,52,0.799,0.198,1,0.498,0.0,0.324,74.5,0
kirana_merchant,81210.74,50,1.095,0.478,9,0.984,0.721,0.255,45.6,0
kirana_merchant,18155.23,44,0.968,0.344,0,0.83,0.85,0.343,20.0,0
kirana_merchant,31767.09,41,0.778,0.709,3,0.859,0.092,0.132,28.7,1
kirana_merchant,11184.09,39,0.647,0.486,7,0.671,0.015,0.294,73.5,1
freelancer,33757.32,60,0.934,0.779,1,0.425,0.0,0.113,45.2,0
kirana_merchant,17277.2,41,0.964,0.853,0,0.522,0.838,0.132,25.3,0
kirana_merchant,19684.42,47,0.661,0.876,8,0.694,0.023,0.1,16.7,1
freelancer,15511.81,37,0.875,0.308,8,0.908,0.0,0.296,18.9,0
kirana_merchant,38796.12,44,1.094,0.714,1,0.781,0.815,0.317,29.7,0
gig_worker,44518.15,42,0.763,0.45,3,0.488,0.0,0.085,81.2,0
gig_worker,27219.6,34,0.751,0.441,2,0.406,0.0,0.305,45.8,0
kirana_merchant,17462.07,35,1.052,0.795,1,0.707,0.101,0.338,70.3,0
kirana_merchant,59561.31,46,0.659,0.217,1,0.265,0.038,0.195,50.9,0
kirana_merchant,18486.48,51,1.067,0.482,2,0.5,0.494,0.1,63.3,0
gig_worker,9126.92,47,0.99,0.574,1,0.401,0.0,0.327,73.1,0
gig_worker,33833.09,44,0.795,0.153,0,0.896,0.0,0.325,69.6,0
gig_worker,15484.78,37,0.642,0.792,13,0.725,0.0,0.063,64.3,1
gig_worker,44103.94,49,0.61,0.351,4,0.297,0.0,0.336,65.3,0
kirana_merchant,22235.18,36,0.788,0.625,2,0.609,0.623,0.12,48.4,0
gig_worker,36382.99,47,0.953,0.842,14,0.831,0.0,0.166,75.8,0
kirana_merchant,54217.02,37,0.844,0.676,9,0.288,0.186,0.203,24.6,1
freelancer,14699.53,50,0.969,0.809,9,0.658,0.0,0.129,5.0,1
gig_worker,20272.72,46,0.935,0.156,1,0.806,0.0,0.041,68.2,0
kirana_merchant,25904.31,58,0.886,0.494,6,0.367,0.134,0.257,66.8,1
kirana_merchant,58033.5,51,1.084,0.552,0,0.943,0.435,0.274,38.3,0
gig_worker,19356.99,46,0.964,0.651,0,0.642,0.0,0.195,30.4,0
kirana_merchant,19985.22,55,1.057,0.193,7,0.706,0.375,0.162,51.7,0
freelancer,34168.87,45,0.721,0.625,0,0.482,0.0,0.26,32.0,0
freelancer,20158.59,43,0.957,0.217,14,0.819,0.0,0.348,22.6,0
gig_worker,29035.16,47,0.899,0.154,10,0.679,0.0,0.328,42.6,1
freelancer,12384.88,53,1.062,0.475,3,0.934,0.0,0.206,41.8,0
kirana_merchant,81402.8,42,0.855,0.58,7,0.588,0.225,0.29,56.4,0
gig_worker,13713.63,44,0.74,0.866,1,0.686,0.0,0.093,68.3,0
kirana_merchant,22905.3,53,0.792,0.659,0,0.66,0.811,0.143,27.1,0
freelancer,26469.79,46,0.709,0.573,1,0.662,0.0,0.337,5.0,0
kirana_merchant,70006.55,44,0.71,0.272,1,0.771,0.178,0.203,84.6,0
gig_worker,13871.3,63,0.835,0.222,4,0.284,0.0,0.198,71.1,0
kirana_merchant,72537.0,48,1.046,0.586,10,0.683,0.821,0.1,54.1,0
gig_worker,39284.62,51,0.696,0.278,0,0.535,0.0,0.183,69.4,0
gig_worker,33141.7,44,0.744,0.665,1,0.56,0.0,0.075,70.3,1
gig_worker,16443.46,35,1.026,0.192,11,0.547,0.0,0.262,69.3,1
gig_worker,35795.25,33,0.77,0.372,2,0.289,0.0,0.308,78.1,1
gig_worker,18737.02,46,1.081,0.718,3,0.212,0.0,0.275,82.8,1
gig_worker,50682.23,50,0.734,0.765,2,0.286,0.0,0.061,79.5,1
kirana_merchant,16555.42,55,0.821,0.376,1,0.548,0.605,0.205,60.1,0
gig_worker,25423.28,47,0.648,0.265,1,0.502,0.0,0.141,76.7,0
gig_worker,20381.1,41,1.096,0.867,1,0.313,0.0,0.127,71.2,0
freelancer,16419.72,45,1.045,0.709,0,0.779,0.0,0.283,36.3,0
kirana_merchant,38974.38,48,1.009,0.746,1,0.772,0.678,0.178,40.9,0
kirana_merchant,35162.29,41,0.679,0.278,1,0.929,0.743,0.3,57.4,0
gig_worker,49242.14,38,1.085,0.44,8,0.879,0.0,0.154,45.9,1
gig_worker,11048.64,37,1.065,0.155,4,0.862,0.0,0.2,77.9,0
gig_worker,45802.11,43,0.818,0.188,1,0.842,0.0,0.126,69.5,0
gig_worker,94157.52,51,0.941,0.277,5,0.905,0.0,0.152,71.8,0
gig_worker,21465.01,60,1.096,0.343,1,0.611,0.0,0.246,76.5,0
gig_worker,69395.29,44,0.805,0.898,1,0.263,0.0,0.114,76.1,1
gig_worker,23586.25,43,0.657,0.438,1,0.653,0.0,0.349,82.3,0
gig_worker,13545.3,43,1.034,0.658,4,0.877,0.0,0.289,71.1,1
kirana_merchant,23090.67,45,0.838,0.824,13,0.276,0.138,0.06,40.4,0
gig_worker,45437.91,42,1.093,0.297,9,0.856,0.0,0.096,66.9,0
gig_worker,17692.78,46,0.875,0.216,1,0.31,0.0,0.242,66.4,0
kirana_merchant,19927.0,43,0.615,0.295,3,0.221,0.025,0.078,29.2,0
kirana_merchant,36198.38,52,0.846,0.806,1,0.762,0.15,0.022,69.3,0
gig_worker,26944.38,48,0.959,0.633,5,0.716,0.0,0.234,66.0,1
kirana_merchant,36037.36,60,0.613,0.461,2,0.902,0.38,0.097,10.9,0
kirana_merchant,30300.36,46,0.807,0.756,10,0.73,0.367,0.078,40.5,0
gig_worker,34194.25,44,0.678,0.289,11,0.411,0.0,0.244,55.3,1
freelancer,21673.58,56,0.922,0.291,2,0.937,0.0,0.155,34.8,0
freelancer,30208.1,37,1.079,0.554,1,0.922,0.0,0.331,27.8,0
gig_worker,16921.05,49,0.912,0.732,0,0.954,0.0,0.108,66.1,0
gig_worker,51236.98,45,0.947,0.308,7,0.791,0.0,0.101,80.5,0
freelancer,19591.73,44,0.798,0.268,32,0.896,0.0,0.206,40.6,1
kirana_merchant,47307.48,44,0.882,0.479,9,0.393,0.471,0.183,62.4,1
gig_worker,23937.38,40,0.872,0.207,0,0.668,0.0,0.052,96.5,0
gig_worker,29762.35,32,0.98,0.698,17,0.414,0.0,0.22,74.9,0
gig_worker,21005.04,47,1.028,0.562,15,0.462,0.0,0.264,70.0,1
kirana_merchant,16187.62,43,0.931,0.51,0,0.862,0.794,0.085,50.0,0
kirana_merchant,11244.34,42,1.09,0.798,5,0.768,0.2,0.104,30.0,0
gig_worker,15872.41,42,1.014,0.686,2,0.941,0.0,0.042,60.4,0
kirana_merchant,22880.62,51,0.662,0.219,1,0.826,0.753,0.082,34.5,0
kirana_merchant,29909.74,47,0.854,0.436,1,0.432,0.519,0.147,40.3,0
gig_worker,44586.65,41,1.052,0.357,15,0.906,0.0,0.241,63.0,0
gig_worker,21528.25,46,1.072,0.742,1,0.261,0.0,0.188,86.8,0
kirana_merchant,17309.65,48,0.79,0.675,4,0.265,0.14,0.081,53.4,1
freelancer,13077.42,54,0.963,0.478,3,0.419,0.0,0.058,28.1,0
kirana_merchant,34201.74,46,0.805,0.759,4,0.844,0.857,0.183,6.3,0
kirana_merchant,53723.04,34,0.662,0.428,0,0.942,0.401,0.335,41.7,0
gig_worker,50673.84,50,1.042,0.743,6,0.716,0.0,0.124,84.1,0
kirana_merchant,38367.51,48,1.066,0.126,3,0.943,0.815,0.072,50.4,0
kirana_merchant,37022.15,44,0.852,0.208,1,0.68,0.02,0.293,41.5,1
gig_worker,62869.21,43,0.609,0.705,1,0.946,0.0,0.115,66.3,0
gig_worker,31762.47,48,1.008,0.192,4,0.54,0.0,0.055,69.2,0
gig_worker,37162.85,34,0.838,0.647,3,0.978,0.0,0.347,53.7,0
gig_worker,22916.4,46,0.638,0.679,1,0.368,0.0,0.09,68.5,0
gig_worker,13615.69,37,0.695,0.63,2,0.385,0.0,0.135,44.7,0
gig_worker,19112.07,49,0.676,0.755,7,0.396,0.0,0.084,49.1,1
gig_worker,26780.26,48,0.943,0.509,1,0.334,0.0,0.334,75.8,0
gig_worker,27733.4,41,0.75,0.818,16,0.606,0.0,0.245,70.7,1
freelancer,70484.13,51,0.664,0.556,0,0.634,0.0,0.264,16.9,0
kirana_merchant,28019.01,47,1.059,0.506,0,0.823,0.883,0.054,57.9,0
kirana_merchant,48504.98,39,1.078,0.508,6,0.444,0.011,0.242,40.7,1
kirana_merchant,21643.52,48,0.669,0.83,5,0.929,0.418,0.192,51.0,0
kirana_merchant,23021.0,51,0.715,0.295,0,0.867,0.797,0.177,58.9,0
gig_worker,13842.46,51,0.896,0.656,0,0.8,0.0,0.188,60.2,1
kirana_merchant,18561.34,48,0.675,0.294,4,0.985,0.281,0.228,21.2,0
kirana_merchant,35013.56,60,0.679,0.174,1,0.221,0.919,0.047,35.0,0
kirana_merchant,27005.07,48,0.768,0.863,5,0.991,0.668,0.214,31.4,0
kirana_merchant,43108.23,38,1.075,0.204,8,0.388,0.542,0.18,44.6,0
gig_worker,29455.24,51,1.081,0.649,2,0.233,0.0,0.142,76.6,0
gig_worker,22556.38,49,1.021,0.44,3,0.559,0.0,0.202,63.9,0
gig_worker,78759.05,47,0.948,0.77,0,0.749,0.0,0.14,83.4,0
kirana_merchant,25669.23,53,0.96,0.719,0,0.436,0.349,0.066,71.3,0
kirana_merchant,48122.28,52,0.835,0.215,4,0.558,0.294,0.042,19.2,0
gig_worker,22013.15,48,0.865,0.474,1,0.389,0.0,0.06,58.9,0
freelancer,38361.12,32,0.917,0.122,0,0.201,0.0,0.236,31.7,0
kirana_merchant,42787.78,53,0.966,0.444,3,0.915,0.641,0.267,31.2,1
gig_worker,29859.13,57,0.648,0.66,1,0.49,0.0,0.242,77.5,0
gig_worker,8289.61,46,0.712,0.286,0,0.317,0.0,0.023,57.7,0
